roll_no,student_name,department,semester,avg_attendance,avg_marks,total_subjects,total_fee,amount_paid,pending_amount,payment_status,company,package_lpa,placement_status
ME24248,David Choudhary,ME,8,65.0,93.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24249,Harsh Nanda,IT,7,70.4,56.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24250,Kamya Kaur,CSE,1,61.8,76.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24251,Idika Gara,ME,1,74.0,17.0,5,75000,46508,28492,Partial,N/A,0.0,Not Placed
CSE24252,Jatin Savant,CSE,8,62.8,62.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24253,Keya Madan,CE,6,78.2,41.8,5,75000,28363,46637,Partial,N/A,0.0,Not Placed
IT24254,Ekantika Deo,IT,1,71.4,77.6,5,75000,60700,14300,Partial,N/A,0.0,Not Placed
AI24255,Ekansh Bose,AI,2,71.0,90.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24256,Panini Magar,CSE,5,70.8,60.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24257,Raghav Kunda,ME,3,82.0,43.4,5,75000,51992,23008,Partial,N/A,0.0,Not Placed
CSE24258,Darpan Chakrabarti,CSE,2,65.8,78.4,5,75000,43779,31221,Partial,N/A,0.0,Not Placed
AI24259,Hiral Loyal,AI,6,61.6,59.8,5,75000,33346,41654,Partial,N/A,0.0,Not Placed
AI24260,Bina Tiwari,AI,5,69.4,40.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24261,Gautami Kaul,ME,6,72.0,61.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24262,Ojas Shere,ME,8,76.8,59.0,5,75000,63156,11844,Partial,N/A,0.0,Not Placed
CE24263,Benjamin Golla,CE,6,62.2,5.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24264,Gunbir Randhawa,AI,5,79.8,95.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24265,Tripti Devan,CSE,1,75.0,92.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24266,Jagat Nazareth,CSE,2,63.0,23.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24267,Aahana Lala,AI,2,83.6,41.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24268,Inaya Handa,CE,7,73.8,20.8,5,75000,40039,34961,Partial,N/A,0.0,Not Placed
ME24269,Omisha Mane,ME,5,72.2,61.6,5,75000,24280,50720,Partial,N/A,0.0,Not Placed
CSE24270,Mahika Rajan,CSE,7,65.0,75.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24271,Aradhana Magar,ME,1,67.6,54.8,5,75000,66208,8792,Partial,N/A,0.0,Not Placed
AI24272,Umang Khatri,AI,5,64.4,7.8,5,75000,48863,26137,Partial,N/A,0.0,Not Placed
ME24273,Manya Mallick,ME,4,67.8,59.6,5,75000,49486,25514,Partial,N/A,0.0,Not Placed
AI24274,Victor Reddy,AI,6,69.6,92.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24275,Chatura Sharaf,AI,6,78.6,58.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24276,Kamala Agate,AI,2,70.2,44.4,5,75000,29948,45052,Partial,N/A,0.0,Not Placed
ME24277,Nihal Atwal,ME,8,67.4,73.4,5,75000,69652,5348,Partial,Wipro,3.77,Placed
ME24278,Pavani Ben,ME,6,69.0,57.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24279,Varsha Kadakia,CSE,6,72.8,12.8,5,75000,50992,24008,Partial,N/A,0.0,Not Placed
AI24280,Harinakshi Deep,AI,3,65.6,59.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24281,Kavya Ramachandran,IT,6,61.6,94.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24282,Wakeeta Ratta,IT,6,70.8,78.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24283,Nidhi Master,CSE,2,72.0,56.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24284,Ekiya Shukla,IT,1,79.4,44.2,5,75000,46607,28393,Partial,N/A,0.0,Not Placed
CE24285,Anvi Chokshi,CE,4,81.4,41.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24286,Udyati Khosla,AI,3,80.4,42.8,5,75000,52387,22613,Partial,N/A,0.0,Not Placed
CSE24287,Urvashi Sanghvi,CSE,5,76.2,40.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24288,Sachi Kibe,AI,8,73.2,19.4,5,75000,75000,0,Paid,Infosys,5.55,Placed
CSE24289,Charvi Kota,CSE,5,65.8,56.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24290,Alka Sodhi,CSE,4,68.0,42.2,5,75000,27017,47983,Partial,N/A,0.0,Not Placed
CE24291,Liam Mukhopadhyay,CE,4,69.6,42.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24292,Akshay Narayan,CE,3,59.6,60.2,5,75000,26892,48108,Partial,N/A,0.0,Not Placed
CSE24293,Atharv Kala,CSE,7,63.4,60.8,5,75000,37415,37585,Partial,N/A,0.0,Not Placed
AI24294,Bhanumati Bhatia,AI,8,69.6,88.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24295,Kiaan Bala,ME,7,65.8,92.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24296,Alka Seth,IT,1,70.8,23.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24297,Amol Sidhu,AI,2,68.2,91.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24298,Chanakya Chandran,CE,6,63.4,93.0,5,75000,39146,35854,Partial,N/A,0.0,Not Placed
ME24299,Faraj Khosla,ME,4,67.2,13.8,5,75000,57338,17662,Partial,N/A,0.0,Not Placed
CE24300,Darpan Wable,CE,8,60.6,75.4,5,75000,30830,44170,Partial,N/A,0.0,Not Placed
IT24301,Champak Arya,IT,8,76.2,79.0,5,75000,25837,49163,Partial,N/A,0.0,Not Placed
ME24302,Yashica Sura,ME,1,58.8,93.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24303,Tristan Ganesh,ME,7,75.6,40.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24304,Yasti Bhavsar,CE,4,74.0,89.8,5,75000,62187,12813,Partial,N/A,0.0,Not Placed
IT24305,Yuvraj Kanda,IT,7,80.2,44.4,5,75000,62013,12987,Partial,N/A,0.0,Not Placed
IT24306,Urmi Nair,IT,2,80.4,45.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24307,Omaja Sood,ME,1,66.8,24.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24308,Kritika Chakraborty,CE,3,76.8,57.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24309,Falak Deol,IT,2,65.6,93.4,5,75000,35006,39994,Partial,N/A,0.0,Not Placed
CE24310,Nandini Sengupta,CE,1,74.0,61.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24311,Karan Sarna,IT,8,69.4,94.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24312,Alexander Deep,AI,8,71.6,15.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24313,Fitan Dhawan,CSE,6,73.2,21.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24314,Ishwar Srinivas,ME,7,70.0,92.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24315,Pooja Tailor,CSE,2,75.6,93.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24316,Pallavi Aurora,CE,5,79.6,77.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24317,Yashodhara Sarna,AI,6,72.6,22.6,5,75000,54683,20317,Partial,N/A,0.0,Not Placed
CSE24318,Aarna Gala,CSE,3,71.0,41.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24319,Amrita Andra,ME,5,76.0,63.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24320,Chavvi Agrawal,IT,4,81.6,42.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24321,Adya Khare,IT,2,80.4,76.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24322,Anvi Luthra,ME,1,62.8,41.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24323,Aryan Chahal,CSE,1,78.2,40.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24324,Turvi Buch,IT,3,62.0,76.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24325,Oni Chowdhury,CSE,8,58.6,22.0,5,75000,43561,31439,Partial,Infosys,12.15,Placed
IT24326,Hredhaan Sachar,IT,7,62.4,78.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24327,Ria Murty,IT,2,76.8,91.4,5,75000,25925,49075,Partial,N/A,0.0,Not Placed
IT24328,Sara Babu,IT,1,76.0,62.0,5,75000,36259,38741,Partial,N/A,0.0,Not Placed
CSE24329,Ishanvi Kalla,CSE,7,70.0,63.0,5,75000,44464,30536,Partial,N/A,0.0,Not Placed
ME24330,Tanish Tripathi,ME,5,80.4,59.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24331,Charan Prashad,CSE,3,71.2,78.8,5,75000,36583,38417,Partial,N/A,0.0,Not Placed
IT24332,Ethan Virk,IT,1,83.4,41.0,5,75000,46731,28269,Partial,N/A,0.0,Not Placed
IT24333,Advik Parikh,IT,8,78.0,60.6,5,75000,44602,30398,Partial,N/A,0.0,Not Placed
CE24334,Meghana Balasubramanian,CE,4,58.2,39.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24335,Ojas Wagle,IT,4,81.6,41.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24336,Rajeshri Chakraborty,ME,4,63.2,24.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24337,Bimala Bora,CE,7,58.2,91.0,5,75000,52570,22430,Partial,N/A,0.0,Not Placed
IT24338,Rudra Kala,IT,6,70.6,61.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24339,Unni Palla,ME,8,55.0,14.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24340,Vanya Savant,AI,5,74.4,43.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24341,Samaksh Prasad,ME,4,72.0,42.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24342,Charvi Venkatesh,CSE,6,64.4,46.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24343,Pratyush Narang,ME,1,64.8,16.6,5,75000,22541,52459,Partial,N/A,0.0,Not Placed
IT24344,Tamanna Sachdev,IT,7,63.8,77.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24345,Lucky Khanna,CSE,7,71.6,60.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24346,Bhavna Sarna,ME,5,80.0,41.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24347,Champak Shukla,CE,1,79.6,79.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24348,Faqid Hari,CE,4,67.8,61.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24349,Wridesh Bhattacharyya,AI,1,83.2,77.0,5,75000,51139,23861,Partial,N/A,0.0,Not Placed
IT24350,Ladli Madan,IT,4,90.8,24.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24351,Chameli Banik,CE,2,77.2,42.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24352,Finn Sha,AI,6,77.8,76.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24353,Thomas Biswas,CE,8,77.0,77.6,5,75000,21628,53372,Partial,N/A,0.0,Not Placed
CE24354,Tripti Prabhu,CE,7,73.0,93.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24355,Madhav Hari,AI,1,85.4,25.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24356,Upkaar Sangha,ME,8,74.0,18.0,5,75000,75000,0,Paid,Cognizant,12.66,Placed
CE24357,Tarak Konda,CE,2,58.8,42.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24358,Hemal Kant,IT,1,81.0,11.2,5,75000,64791,10209,Partial,N/A,0.0,Not Placed
AI24359,Finn Palan,AI,1,75.6,57.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24360,Yashoda Seth,ME,6,74.8,57.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24361,Vasudha Ahuja,IT,4,75.8,87.4,5,75000,44621,30379,Partial,N/A,0.0,Not Placed
IT24362,David Tandon,IT,3,76.0,93.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24363,Siya Narasimhan,AI,8,69.8,42.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24364,Gavin Lad,ME,2,59.8,59.0,5,75000,69643,5357,Partial,N/A,0.0,Not Placed
IT24365,Tripti Konda,IT,6,58.6,22.8,5,75000,54653,20347,Partial,N/A,0.0,Not Placed
ME24366,Benjamin Ramanathan,ME,4,69.6,26.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24367,Radha Oza,ME,1,60.2,88.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24368,Wriddhish Mutti,AI,8,63.0,43.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24369,Chaman Murty,IT,8,60.0,61.4,5,75000,75000,0,Paid,Accenture,10.96,Placed
AI24370,Keya Arora,AI,1,68.4,56.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24371,Anika Desai,AI,2,77.4,44.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24372,Chandran Sampath,CSE,6,68.0,24.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24373,Aachal Ramesh,ME,7,71.0,73.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24374,Yuvraj Prashad,ME,3,80.0,59.0,5,75000,21268,53732,Partial,N/A,0.0,Not Placed
AI24375,Jonathan Kunda,AI,7,77.6,92.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24376,Simon Madan,IT,4,62.6,25.0,5,75000,42494,32506,Partial,N/A,0.0,Not Placed
CE24377,Suhani Chhabra,CE,6,76.4,87.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24378,Chanchal Shenoy,CSE,4,62.4,39.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24379,Rushil Bahri,CE,4,64.4,59.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24380,Gautam Tank,ME,4,81.8,91.2,5,75000,58834,16166,Partial,N/A,0.0,Not Placed
ME24381,Ekta Badami,ME,5,75.4,57.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24382,Umang Sampath,IT,1,74.0,15.0,5,75000,55517,19483,Partial,N/A,0.0,Not Placed
IT24383,Elijah Talwar,IT,6,83.0,93.4,5,75000,32989,42011,Partial,N/A,0.0,Not Placed
CE24384,Mohini Panchal,CE,6,63.4,61.0,5,75000,43520,31480,Partial,N/A,0.0,Not Placed
IT24385,Advik Mohanty,IT,2,72.8,92.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24386,Tristan Guha,AI,2,62.0,43.0,5,75000,28776,46224,Partial,N/A,0.0,Not Placed
ME24387,Raksha Ramakrishnan,ME,3,71.8,40.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24388,Mugdha Bhargava,CE,8,75.8,23.4,5,75000,43185,31815,Partial,Amazon,5.02,Placed
CE24389,Anirudh Patil,CE,6,68.2,79.4,5,75000,61732,13268,Partial,N/A,0.0,Not Placed
AI24390,Warda Raju,AI,4,72.6,39.8,5,75000,41050,33950,Partial,N/A,0.0,Not Placed
ME24391,Harrison Lata,ME,3,71.2,62.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24392,Ekapad Hans,ME,3,72.8,95.0,5,75000,53572,21428,Partial,N/A,0.0,Not Placed
IT24393,Rachit Kumer,IT,7,71.2,90.4,5,75000,34656,40344,Partial,N/A,0.0,Not Placed
IT24394,Ekavir Tailor,IT,8,76.8,92.6,5,75000,61912,13088,Partial,N/A,0.0,Not Placed
AI24395,Adweta Murty,AI,8,68.0,94.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24396,Imaran Kumer,AI,7,62.0,94.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24397,Charles Babu,AI,1,79.4,96.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24398,Yochana Jaggi,CSE,3,66.0,44.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24399,Lekha Kala,AI,7,80.4,43.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24400,Avni Rout,CE,8,68.8,20.4,5,75000,0,75000,Pending,Amazon,13.55,Placed
IT24401,Mitali Sibal,IT,1,69.0,93.2,5,75000,68448,6552,Partial,N/A,0.0,Not Placed
CE24402,Yashawini Dara,CE,3,70.4,96.4,5,75000,37614,37386,Partial,N/A,0.0,Not Placed
CSE24403,Vasana Minhas,CSE,6,70.8,14.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24404,Advik Oak,IT,2,68.8,59.8,5,75000,30151,44849,Partial,N/A,0.0,Not Placed
ME24405,Farhan Lal,ME,5,73.6,22.0,5,75000,37324,37676,Partial,N/A,0.0,Not Placed
ME24406,Banjeet Dar,ME,1,58.4,43.0,5,75000,24709,50291,Partial,N/A,0.0,Not Placed
AI24407,Falak Varughese,AI,3,66.6,95.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24408,Ira Halder,CE,1,75.6,60.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24409,Ishanvi Mani,ME,6,82.8,42.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24410,Kashvi Kaul,CSE,6,72.6,63.4,5,75000,28933,46067,Partial,N/A,0.0,Not Placed
IT24411,Anita Dayal,IT,8,63.2,90.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24412,Radha Ganesh,IT,7,83.6,76.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24413,Sudiksha Kunda,ME,1,86.8,58.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24414,Shravya Comar,CE,4,73.4,15.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24415,Raksha Varty,CSE,8,70.4,42.8,5,75000,23928,51072,Partial,N/A,0.0,Not Placed
ME24416,Kala Deshpande,ME,8,68.0,59.2,5,75000,0,75000,Pending,Microsoft,6.7,Placed
CSE24417,Adya Salvi,CSE,5,73.0,15.0,5,75000,48792,26208,Partial,N/A,0.0,Not Placed
AI24418,Neelima Sethi,AI,3,76.6,18.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24419,Devansh Gopal,AI,8,73.4,44.4,5,75000,29938,45062,Partial,Capgemini,12.43,Placed
CSE24420,Dalaja Konda,CSE,1,73.4,19.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24421,Harita Bassi,ME,2,62.6,92.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24422,Anusha Radhakrishnan,IT,1,78.6,75.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24423,Tejas Toor,IT,6,73.8,43.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24424,Advika Hayre,AI,1,65.2,76.2,5,75000,40222,34778,Partial,N/A,0.0,Not Placed
AI24425,Mahika Korpal,AI,8,72.0,19.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24426,Saksham Sarkar,IT,6,73.2,65.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24427,Amrita Bhatia,IT,3,73.4,16.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24428,Siya Nagi,AI,6,61.6,43.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24429,Ethan Ratta,CSE,7,74.8,55.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24430,Leena Walia,IT,3,67.0,56.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24431,Jai Sahni,CSE,4,68.2,75.6,5,75000,59051,15949,Partial,N/A,0.0,Not Placed
ME24432,Amrita Parikh,ME,8,68.0,93.6,5,75000,67750,7250,Partial,N/A,0.0,Not Placed
CSE24433,Hritik Vig,CSE,2,68.4,12.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24434,Faqid Kurian,CE,8,76.8,77.0,5,75000,37324,37676,Partial,N/A,0.0,Not Placed
CSE24435,Andrew Atwal,CSE,2,60.4,17.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24436,Logan Kalita,ME,3,80.4,42.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24437,Rachita Kapoor,ME,4,74.4,59.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24438,Kashvi Nair,CE,5,78.8,73.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24439,Guneet Chandran,AI,3,63.0,58.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24440,Harrison Sabharwal,ME,4,74.0,91.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24441,Manan Pandit,CSE,5,68.8,56.6,5,75000,36996,38004,Partial,N/A,0.0,Not Placed
IT24442,Divya Mitra,IT,4,75.0,92.2,5,75000,50471,24529,Partial,N/A,0.0,Not Placed
ME24443,Samar Mannan,ME,2,73.2,76.0,5,75000,20803,54197,Partial,N/A,0.0,Not Placed
CE24444,Ishanvi Date,CE,6,64.8,77.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24445,Balveer Char,ME,8,63.2,79.6,5,75000,75000,0,Paid,Wipro,3.27,Placed
ME24446,Advika Khatri,ME,1,72.0,17.6,5,75000,34039,40961,Partial,N/A,0.0,Not Placed
AI24447,Ikbal Deo,AI,8,75.0,18.6,5,75000,50087,24913,Partial,N/A,0.0,Not Placed
AI24448,Yadavi Gulati,AI,2,49.8,93.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24449,Jeet Buch,IT,7,71.2,18.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CE24450,Rachana Deep,CE,3,57.8,92.0,5,75000,58257,16743,Partial,N/A,0.0,Not Placed
CSE24451,Yadavi Venkatesh,CSE,5,67.0,90.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24452,Darika Acharya,CSE,3,78.4,76.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24453,Gaurangi Natt,CE,4,78.0,18.6,5,75000,50894,24106,Partial,N/A,0.0,Not Placed
IT24454,Krishna Om,IT,4,77.4,60.2,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24455,Zinal Keer,CSE,6,61.8,90.2,5,75000,25821,49179,Partial,N/A,0.0,Not Placed
ME24456,Jagdish Sha,ME,6,60.0,19.6,5,75000,46218,28782,Partial,N/A,0.0,Not Placed
CE24457,Noah Sunder,CE,4,69.2,76.6,5,75000,49801,25199,Partial,N/A,0.0,Not Placed
IT24458,Azad Jayaraman,IT,8,61.2,44.8,5,75000,53707,21293,Partial,N/A,0.0,Not Placed
IT24459,Jai Kara,IT,5,60.4,16.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24460,Avi Kashyap,AI,1,59.8,95.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24461,Yahvi Johal,AI,4,61.0,94.6,5,75000,25710,49290,Partial,N/A,0.0,Not Placed
CSE24462,Chasmum Ramanathan,CSE,6,71.8,42.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24463,Vedhika Jayaraman,AI,5,64.8,78.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24464,Kevin Naidu,ME,2,82.8,62.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24465,Max Shere,AI,1,75.0,80.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24466,Leela Bhatia,CSE,3,68.4,42.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
CSE24467,Teerth Char,CSE,2,72.4,92.4,5,75000,0,75000,Pending,N/A,0.0,Not Placed
ME24468,Naksh Pall,ME,2,49.6,78.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24469,Gagan Ram,IT,3,69.4,62.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24470,Girik Palla,IT,7,66.0,79.0,5,75000,36566,38434,Partial,N/A,0.0,Not Placed
ME24471,Yatan Borah,ME,8,92.6,55.6,5,75000,75000,0,Paid,Cognizant,12.34,Placed
AI24472,Arin Suri,AI,1,77.8,61.8,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24473,Harrison Palan,IT,1,66.2,92.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24474,Kamya Patil,AI,2,66.4,92.0,5,75000,68633,6367,Partial,N/A,0.0,Not Placed
ME24475,Gayathri Dhar,ME,3,80.0,42.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24476,Anusha Iyer,CE,4,76.8,78.6,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24477,Lipika Seshadri,CSE,4,77.4,61.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24478,Krishna Kapadia,ME,6,69.0,91.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24479,Umang Raghavan,IT,8,64.0,93.0,5,75000,75000,0,Paid,TCS,14.48,Placed
CE24480,Vyanjana Prashad,CE,5,75.4,63.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
IT24481,Daksha Munshi,IT,4,65.6,11.6,5,75000,20873,54127,Partial,N/A,0.0,Not Placed
IT24482,Balhaar Buch,IT,2,74.2,43.0,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CE24483,Shaurya Raval,CE,7,70.8,41.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24484,Widisha Agrawal,CSE,7,71.4,75.8,5,75000,0,75000,Pending,N/A,0.0,Not Placed
AI24485,Forum Butala,AI,6,73.0,95.0,5,75000,0,75000,Pending,N/A,0.0,Not Placed
IT24486,Zayyan Lalla,IT,2,70.8,91.2,5,75000,53430,21570,Partial,N/A,0.0,Not Placed
IT24487,Vritti Reddy,IT,6,64.8,43.6,5,75000,25479,49521,Partial,N/A,0.0,Not Placed
AI24488,Baghyawati Raval,AI,7,82.6,44.2,5,75000,40146,34854,Partial,N/A,0.0,Not Placed
CE24489,Zarna Bal,CE,7,58.2,53.8,5,75000,40960,34040,Partial,N/A,0.0,Not Placed
AI24490,Shivani Mander,AI,5,59.6,12.8,5,75000,26912,48088,Partial,N/A,0.0,Not Placed
CE24491,Girik Agrawal,CE,6,63.4,17.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24492,Hiral Goda,CSE,8,57.8,13.4,5,75000,75000,0,Paid,N/A,0.0,Not Placed
ME24493,Damyanti Vig,ME,8,84.8,44.0,5,75000,75000,0,Paid,Infosys,5.18,Placed
ME24494,Darpan Bava,ME,2,77.2,58.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
CSE24495,Ayush Dua,CSE,4,70.2,62.4,5,75000,57164,17836,Partial,N/A,0.0,Not Placed
CSE24496,Samar Garg,CSE,3,64.6,90.2,5,75000,75000,0,Paid,N/A,0.0,Not Placed
AI24497,Janaki Shetty,AI,5,69.0,57.6,5,75000,0,75000,Pending,N/A,0.0,Not Placed
